x1,x2
BALANCE_SHEET_currentLongTermDebt,BALANCE_SHEET_shortTermInvestments
BALANCE_SHEET_currentLongTermDebt,CASH_FLOW_proceedsFromRepaymentsOfShortTermDebt
BALANCE_SHEET_currentLongTermDebt,FEDFUNDS
BALANCE_SHEET_currentLongTermDebt,RTWEXBGS
BALANCE_SHEET_otherNonCurrentLiabilities,BALANCE_SHEET_totalAssets
BALANCE_SHEET_commonStock,INCOME_STATEMENT_interestExpense
BALANCE_SHEET_commonStock,BALANCE_SHEET_inventory
BALANCE_SHEET_commonStock,BALANCE_SHEET_propertyPlantEquipment
BALANCE_SHEET_commonStock,BALANCE_SHEET_intangibleAssets
CASH_FLOW_operatingCashflow,INCOME_STATEMENT_incomeBeforeTax
CASH_FLOW_operatingCashflow,CASH_FLOW_changeInOperatingLiabilities
CASH_FLOW_operatingCashflow,CASH_FLOW_cashflowFromInvestment
CASH_FLOW_changeInOperatingLiabilities,INCOME_STATEMENT_operatingExpenses
CASH_FLOW_changeInOperatingLiabilities,CASH_FLOW_operatingCashflow
CASH_FLOW_changeInOperatingLiabilities,CASH_FLOW_changeInOperatingAssets
CASH_FLOW_changeInOperatingLiabilities,CASH_FLOW_proceedsFromRepaymentsOfShortTermDebt
CASH_FLOW_changeInOperatingAssets,INCOME_STATEMENT_costOfRevenue
CASH_FLOW_changeInOperatingAssets,INCOME_STATEMENT_researchAndDevelopment
CASH_FLOW_changeInOperatingAssets,CASH_FLOW_changeInOperatingLiabilities
CASH_FLOW_changeInOperatingAssets,CASH_FLOW_changeInInventory
CASH_FLOW_capitalExpenditures,BALANCE_SHEET_currentDebt
CASH_FLOW_capitalExpenditures,CASH_FLOW_cashflowFromInvestment
CASH_FLOW_changeInInventory,CASH_FLOW_changeInOperatingAssets
CASH_FLOW_cashflowFromInvestment,INCOME_STATEMENT_operatingIncome
CASH_FLOW_cashflowFromInvestment,CASH_FLOW_operatingCashflow
CASH_FLOW_cashflowFromInvestment,CASH_FLOW_capitalExpenditures
CASH_FLOW_cashflowFromFinancing,CASH_FLOW_proceedsFromRepaymentsOfShortTermDebt
CASH_FLOW_cashflowFromFinancing,CASH_FLOW_proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet
CASH_FLOW_proceedsFromRepaymentsOfShortTermDebt,INCOME_STATEMENT_incomeTaxExpense
CASH_FLOW_proceedsFromRepaymentsOfShortTermDebt,BALANCE_SHEET_currentDebt
CASH_FLOW_proceedsFromRepaymentsOfShortTermDebt,BALANCE_SHEET_currentLongTermDebt
CASH_FLOW_proceedsFromRepaymentsOfShortTermDebt,CASH_FLOW_changeInOperatingLiabilities
CASH_FLOW_proceedsFromRepaymentsOfShortTermDebt,CASH_FLOW_cashflowFromFinancing
CASH_FLOW_paymentsForRepurchaseOfCommonStock,INCOME_STATEMENT_otherNonOperatingIncome
CASH_FLOW_paymentsForRepurchaseOfCommonStock,CASH_FLOW_proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet
CASH_FLOW_proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,CASH_FLOW_cashflowFromFinancing
CASH_FLOW_proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,CASH_FLOW_paymentsForRepurchaseOfCommonStock
CASH_FLOW_proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,FEDFUNDS
M2SL,M1SL
M2SL,PPIACO
M1SL,Close
M1SL,INCOME_STATEMENT_grossProfit
M1SL,M2SL
M1SL,PPIACO
FEDFUNDS,INCOME_STATEMENT_researchAndDevelopment
FEDFUNDS,BALANCE_SHEET_goodwill
FEDFUNDS,BALANCE_SHEET_currentLongTermDebt
FEDFUNDS,CASH_FLOW_proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet
PPIACO,BALANCE_SHEET_inventory
PPIACO,M2SL
PPIACO,M1SL
PPIACO,UNRATE
RTWEXBGS,INCOME_STATEMENT_grossProfit
RTWEXBGS,INCOME_STATEMENT_depreciationAndAmortization
RTWEXBGS,BALANCE_SHEET_currentLongTermDebt
UNRATE,PPIACO
